Subtribe,Species Name,Authority,Synonymous,Chromosome number (2n),Chromosome number (n),Chromosome Number Reference,Genome Size (1C (pg)),Genome Size Reference
Oncidiinae Benth.,Oncidium bracteatum,Warsz. & Rchb.f.,Oncidium henrici-gustavi Kraenzl.; Oncidium paleatum Schltr. ,NA,NA,,3.28,Chase et al. (2005)
Oncidiinae Benth.,Oncidium endocharis,Rchb.f.,Concocidium endocharis (Rchb.f.) Romowicz & Szlach.; Oncidium brachyandrum var. johannis (Schltr.) L.O.Williams; Oncidium johannis Schltr. ,NA,NA,,4.60,Chase et al. (2005)
Oncidiinae Benth.,Oncidium ensatum,Lindl.,Cyrtopodium verrucosum Griseb.; Oncidium cerebriferum Rchb.f.; Oncidium confusum Rchb.f.; Oncidium floridanum Ames ,56,NA,Phang et al. (1979),3.30,Chase et al. (2005)
Oncidiinae Benth.,Oncidium ensatum,Lindl.,Cyrtopodium verrucosum Griseb.; Oncidium cerebriferum Rchb.f.; Oncidium confusum Rchb.f.; Oncidium floridanum Ames ,56,NA,Charanasri & Kamemoto (1973)             ,3.30,Chase et al. (2005)
Oncidiinae Benth.,Oncidium ensatum,Lindl.,Cyrtopodium verrucosum Griseb.; Oncidium cerebriferum Rchb.f.; Oncidium confusum Rchb.f.; Oncidium floridanum Ames ,56,NA, Hanson et al. (1999) ,3.30,Chase et al. (2005)
Oncidiinae Benth.,Oncidium leucochilum,Bateman ex Lindl.,Cyrtochilum leucochilum Planch.; Oncidium digitatum Lindl.; Oncidium leucochilum f. speciosum Regel; Oncidium leucochilum var. dawsonianum F.Rchb.; Oncidium leucochilum var. digitatum (Lindl.) Lindl.; Oncidium polychromum Scheidw. ,56,NA,Albert et al. (1992),0.60,Chase et al. (2005)
Oncidiinae Benth.,Oncidium ornithorhynchum,Kunth,Oncidium chrysopyramis Rchb.f. & Warsz.; Oncidium maderoi Schltr.; Oncidium ornithorhynchum var. album J.Fraser; Oncidium pyramidale Lindl.; Oncidium roseum Lodd. ex Lindl. 	,56,NA,Sinotô (1969a)   ,2.88,Chase et al. (2005)
Oncidiinae Benth.,Oncidium ornithorhynchum,Kunth,Oncidium chrysopyramis Rchb.f. & Warsz.; Oncidium maderoi Schltr.; Oncidium ornithorhynchum var. album J.Fraser; Oncidium pyramidale Lindl.; Oncidium roseum Lodd. ex Lindl. 	,56,NA,Hanson et al. (1999)             ,2.88,Chase et al. (2005)
Oncidiinae Benth.,Oncidium sphacelatum,Lindl.,Oncidium schrautianum Königer; Oncidium sphacelatum f. xanthinum Roeth & O.Gruss; Oncidium sphacelatum var. majus Lindl.; Oncidium sphacelatum var. minus Lindl.; Oncidium stenostalix Rchb.f. ex Kraenzl. ,38,NA,Huang et al (1989),2.35,Jones et al. (1998) 
Oncidiinae Benth.,Oncidium sphacelatum,Lindl.,Oncidium schrautianum Königer; Oncidium sphacelatum f. xanthinum Roeth & O.Gruss; Oncidium sphacelatum var. majus Lindl.; Oncidium sphacelatum var. minus Lindl.; Oncidium stenostalix Rchb.f. ex Kraenzl. ,56,NA,Sinotô (1969a)            ,2.35,Jones et al. (1998) 
Oncidiinae Benth.,Oncidium sphacelatum,Lindl.,Oncidium schrautianum Königer; Oncidium sphacelatum f. xanthinum Roeth & O.Gruss; Oncidium sphacelatum var. majus Lindl.; Oncidium sphacelatum var. minus Lindl.; Oncidium stenostalix Rchb.f. ex Kraenzl. ,56,NA,Jones et al. (1998),2.35,Jones et al. (1998) 
Oncidiinae Benth.,Oncidium sphacelatum,Lindl.,Oncidium schrautianum Königer; Oncidium sphacelatum f. xanthinum Roeth & O.Gruss; Oncidium sphacelatum var. majus Lindl.; Oncidium sphacelatum var. minus Lindl.; Oncidium stenostalix Rchb.f. ex Kraenzl. ,57,NA,Li & Chen (1989),2.35,Jones et al. (1998) 
Oncidiinae Benth.,Oncidium sphacelatum,Lindl.,Oncidium schrautianum Königer; Oncidium sphacelatum f. xanthinum Roeth & O.Gruss; Oncidium sphacelatum var. majus Lindl.; Oncidium sphacelatum var. minus Lindl.; Oncidium stenostalix Rchb.f. ex Kraenzl. ,57,NA,Li et al. (1992),2.35,Jones et al. (1998) 
Oncidiinae Benth.,Oncidium lineoligerum,Rchb.f. & Warsz.,Oncidium stenotis Rchb.f.; Oncidium turialbae Schltr. ,56,NA,Sinotô (1969a)                                           ,3.03,Chase et al. (2005)
Oncidiinae Benth.,Oncidium lineoligerum,Rchb.f. & Warsz.,Oncidium stenotis Rchb.f.; Oncidium turialbae Schltr. ,56,NA,Charanasri & Kamemoto (1973),3.03,Chase et al. (2005)
Oncidiinae Benth.,Oncidium lineoligerum,Rchb.f. & Warsz.,Oncidium stenotis Rchb.f.; Oncidium turialbae Schltr. ,56,NA,Hanson et al. (1999)     ,3.03,Chase et al. (2005)
Oncidiinae Benth.,Oncidium aurarium ,Rchb.f.,Collare-stuartense aurarium (Rchb.f.) Szlach. & Górniak; Odontoglossum aurarium (Rchb.f.) Garay; Odontoglossum mapiriense Mansf.;Odontoglossum trilobum Schltr.; Oncidium trilobum (Schltr.) Garay & Stacy,56,NA,Nakata & Hashimoto (1990),3.28,Chase et al. (2005)
Oncidiinae Benth.,Oncidium wentworthianum,Bateman ex Lindl.,Oncidium hagsaterianum R.Jiménez & Soto Arenas ,56,NA,Sinotô (1969a)   ,2.93,Chase et al. (2005)
Oncidiinae Benth.,Oncidium wentworthianum,Bateman ex Lindl.,Oncidium hagsaterianum R.Jiménez & Soto Arenas ,56,NA,Hanson et al. (1999)                            ,2.93,Chase et al. (2005)
Oncidiinae Benth.,Oncidium roseum, (Lindl.) Beer,Cochlioda rosea (Lindl.) Benth.; Mesospinidium roseum (Lindl.) Rchb.f.; Odontoglossum roseum Lindl.; Oncidium roseoides M.W.Chase & N.H.Williams ,56,NA,Hamatani et al. (2004),NA,
Oncidiinae Benth.,Oncidium hallii, (Lindl.) Beer,Odontoglossum chaetostroma O'Brien; Odontoglossum hallii Lindl.; Odontoglossum hallii var. leucoglossum Rchb.f.; Odontoglossum hallii var. xanthoglossum Rchb.f.; Odontoglossum victor Rchb.f. ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium harryanum ,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum harryanum Rchb.f.; Odontoglossum harryanum f. flavescens (Rolfe) Christenson; Odontoglossum harryanum var. flavescens Rolfe; Odontoglossum harryanum var. pavonium Rchb.f. ,56,NA,Uchiyama et al. (2004),NA,
Oncidiinae Benth.,Oncidium harryanum ,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum harryanum Rchb.f.; Odontoglossum harryanum f. flavescens (Rolfe) Christenson; Odontoglossum harryanum var. flavescens Rolfe; Odontoglossum harryanum var. pavonium Rchb.f. ,"56, 84",NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium × andersonianum,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum crispum var. andersonianum (Rchb.f.) A.H.Kent; Odontoglossum crispum var. jenningsianum (Rchb.f.) A.H.Kent; Odontoglossum crispum var. rueckerianum (Rchb.f.) A.H.Kent; Odontoglossum odoratum var. baphicanthum (Rchb.f.) A.H.Kent; Odontoglossum odoratum var. deltoglossum (Rchb.f.) A.H.Kent; Odontoglossum odoratum var. hebraicum (Rchb.f.) A.H.Kent; Odontoglossum × andersonianum Rchb.f.; Odontoglossum × andersonianum var. splendens B.S.Williams; Odontoglossum × baphicanthum Rchb.f.; Odontoglossum × bleichroederianum Linden & L.Linden; Odontoglossum × brassia Rchb.f.; Odontoglossum × chestertonii auct.; Odontoglossum × deltoglossum Rchb.f.; Odontoglossum × grusonianum auct.; Odontoglossum × hebraicum Rchb.f.; Odontoglossum × histrionicum Rchb.f.; Odontoglossum × jenningsianum Rchb.f.; Odontoglossum × josephinae B.S.Williams; Odontoglossum × measuresianum O'Brien; Odontoglossum × ortgiesianum Sander; Odontoglossum × pollettianum O'Brien; Odontoglossum × rueckerianum Rchb.f.; Odontoglossum × schlesingerianum L.Linden ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium adamsii ,(Dodson) M. W. Chase & N. H. Williams,Sigmatostalix adamsii Dodson ,56,NA,Hamatani et al. (2004),NA,
Oncidiinae Benth.,Oncidium alexandrae,(Bateman) M.W.Chase & N.H.Williams, Odontoglossum alexandrae Bateman; Odontoglossum alexandrae var. cooksonii B.S.Williams & T.Moore; Odontoglossum alexandrae var. flaveolum (Rchb.f.) B.S.Williams & T.Moore; Odontoglossum alexandrae var. outramii B.S.Williams; Odontoglossum alexandrae var. stevensii B.S.Williams & T.Moore; Odontoglossum alexandrae var. trianae Hook.f.; Odontoglossum alexandrae var. wilsonii B.S.Williams; Odontoglossum bluntii Rchb.f.; Odontoglossum crispum Lindl.; Odontoglossum crispum f. hyperxanthum (Rchb.f.) Christenson; Odontoglossum crispum var. bluntii (Rchb.f.) Stein; Odontoglossum crispum var. chestertonii A.H.Kent; Odontoglossum crispum var. flaveolum Rchb.f.; Odontoglossum crispum var. hyperxanthum Rchb.f.; Odontoglossum crispum var. latranum Bosschere; Odontoglossum crispum var. lehmannii Rchb.f.; Odontoglossum crispum var. lyntanthum F.Lehm.; Odontoglossum crispum var. plumatum B.S.Williams; Odontoglossum crispum var. reginae F.A.Philbrick; Odontoglossum crispum var. trianae (Hook.f.) L.Linden & Rodigas; Odontoglossum crispum var. wolstenholmiae Rchb.f.; Odontoglossum crispum var. wrigleyanum B.S.Williams; Odontoglossum edithiae R.Warner; Odontoglossum latimaculatum Linden; Odontoglossum reichenbachianum F.Lehm.; Odontoglossum warocqueanum Linden & L.Linden ,112,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium alexandrae,(Bateman) M.W.Chase & N.H.Williams, Odontoglossum alexandrae Bateman; Odontoglossum alexandrae var. cooksonii B.S.Williams & T.Moore; Odontoglossum alexandrae var. flaveolum (Rchb.f.) B.S.Williams & T.Moore; Odontoglossum alexandrae var. outramii B.S.Williams; Odontoglossum alexandrae var. stevensii B.S.Williams & T.Moore; Odontoglossum alexandrae var. trianae Hook.f.; Odontoglossum alexandrae var. wilsonii B.S.Williams; Odontoglossum bluntii Rchb.f.; Odontoglossum crispum Lindl.; Odontoglossum crispum f. hyperxanthum (Rchb.f.) Christenson; Odontoglossum crispum var. bluntii (Rchb.f.) Stein; Odontoglossum crispum var. chestertonii A.H.Kent; Odontoglossum crispum var. flaveolum Rchb.f.; Odontoglossum crispum var. hyperxanthum Rchb.f.; Odontoglossum crispum var. latranum Bosschere; Odontoglossum crispum var. lehmannii Rchb.f.; Odontoglossum crispum var. lyntanthum F.Lehm.; Odontoglossum crispum var. plumatum B.S.Williams; Odontoglossum crispum var. reginae F.A.Philbrick; Odontoglossum crispum var. trianae (Hook.f.) L.Linden & Rodigas; Odontoglossum crispum var. wolstenholmiae Rchb.f.; Odontoglossum crispum var. wrigleyanum B.S.Williams; Odontoglossum edithiae R.Warner; Odontoglossum latimaculatum Linden; Odontoglossum reichenbachianum F.Lehm.; Odontoglossum warocqueanum Linden & L.Linden ,c.112,NA,Uchiyama et al. (2004),NA,
Oncidiinae Benth.,Oncidium altissimum ,(Jacq.) Sw.,Cymbidium altissimum (Jacq.) Sw.; Epidendrum altissimum Jacq.; Oncidium forkelii Scheidw.; Xeilyathum altissimum (Jacq.) Raf. ,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium anthocrene ,Rchb.f.,Cyrtochilum anthocrene Kraenzl.; Oncidium powellii Schltr. ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium anthocrene ,Rchb.f.,Cyrtochilum anthocrene Kraenzl.; Oncidium powellii Schltr. ,56,NA,Sinotô (1962)		,NA,
Oncidiinae Benth.,Oncidium anthocrene ,Rchb.f.,Cyrtochilum anthocrene Kraenzl.; Oncidium powellii Schltr. ,56,NA,Dodson (1958),NA,
Oncidiinae Benth.,Oncidium aurarium ,Rchb.f.,Collare-stuartense aurarium (Rchb.f.) Szlach. & Górniak; Odontoglossum aurarium (Rchb.f.) Garay; Odontoglossum mapiriense Mansf.; Odontoglossum trilobum Schltr.; Oncidium trilobum (Schltr.) Garay & Stacy ,56,NA,Nakata & Hashimoto (1990),NA,
Oncidiinae Benth.,Oncidium auriculatum ,(Rolfe) M.W.Chase & N.H.Williams,Odontoglossum auriculatum Rolfe ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium brachyandrum,Lindl.,Concocidium brachyandrum (Lindl.) Romowicz & Szlach.; Oncidium rariflorum A.Rich. & Galeotti ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium cariniferum ,(Rchb.f.) Beer,Collare-stuartense cariniferum (Rchb.f.) Senghas & Bockemühl; Miltonioides carinifera (Rchb.f.) Senghas & Lückel; Odontoglossum cariniferum Rchb.f.; Odontoglossum hastilabium var. fuscatum Hook. ,56,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Oncidium cheirophorum ,Rchb.f.,Oncidium cheirophorum var. exauriculatum Hamer & Garay; Oncidium dielsianum Kraenzl.; Oncidium exauriculatum (Hamer & Garay) R.Jiménez; Oncidium macrorhynchum Kraenzl. ,48,NA,Dodson (1958),NA,
Oncidiinae Benth.,Oncidium cheirophorum ,Rchb.f.,Oncidium cheirophorum var. exauriculatum Hamer & Garay; Oncidium dielsianum Kraenzl.; Oncidium exauriculatum (Hamer & Garay) R.Jiménez; Oncidium macrorhynchum Kraenzl. ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium constrictum ,(Lindl.) Beer,Odontoglossum boddaertianum Rchb.f.; Odontoglossum constrictum Lindl.; Odontoglossum constrictum f. castaneum (Rchb.f.) O.Gruss & M.Wolff; Odontoglossum constrictum f. pallens (Rchb.f.) O.Gruss & M.Wolff; Odontoglossum constrictum var. castaneum Rchb.f.; Odontoglossum constrictum var. majus Lindl.; Odontoglossum constrictum var. pallens Rchb.f.; Odontoglossum constrictum var. sanderianum (Rchb.f.) A.H.Kent; Odontoglossum sanderianum Rchb.f.; Oncidium boddaertianum (Rchb.f.) M.W.Chase & N.H.Williams ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium cruentoides ,M.W.Chase & N.H.Williams,Odontoglossum cruentum Rchb.f.; Odontoglossum hrubyanum Rchb.f.; Oncidium hrubyatoides M.W.Chase & N.H.Williams ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium fuscatum,Rchb.f.,Miltonia warscewiczii Rchb. f.; Miltonia warszewiczii Rchb.f.; Miltonia warszewiczii var. aetherea Rchb.f.; Miltonioides warszewiczii (Rchb.f.) Brieger & Lückel; Odontoglossum weltonii Rchb.f.; Oncidium weltonii (Rchb.f.) Rollisson,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium hastatum,Mansf.,,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium hyphaematicum,Rchb.f.,,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium hyphaematicum,Rchb.f.,,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium incurvum,Barker ex Lindl.,Oncidium alboviolaceum A.Rich. & Galeotti; Oncidium incurvum f. album (Linden) Christenson; Oncidium incurvum var. album Linden ,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium inouei ,T.Hashim.,,"52, 56",NA,Nakata & Hashimoto (1990),NA,
Oncidiinae Benth.,Oncidium isthmi ,Schltr.,,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium isthmi ,Schltr.,,56,NA,Charanasri & Kamemoto (1975)                ,NA,
Oncidiinae Benth.,Oncidium kegeljani ,(E.Morren) M.W.Chase & N.H.Williams,Odontoglossum kegeljani E.Morren; Odontoglossum polyxanthum Rchb.f.; Odontoglossum polyxanthum var. grandiflorum B.S.Williams ,56,NA,Dodson (1958),NA,
Oncidiinae Benth.,Oncidium leucochilum ,Bateman ex Lindl.,Cyrtochilum leucochilum Planch.; Oncidium digitatum Lindl.; Oncidium leucochilum f. speciosum Regel; Oncidium leucochilum var. dawsonianum F.Rchb.; Oncidium leucochilum var. digitatum (Lindl.) Lindl.; Oncidium polychromum Scheidw.,56,NA,Charanasri & Kamemoto (1975)          ,NA,
Oncidiinae Benth.,Oncidium leucochilum ,Bateman ex Lindl.,Cyrtochilum leucochilum Planch.; Oncidium digitatum Lindl.; Oncidium leucochilum f. speciosum Regel; Oncidium leucochilum var. dawsonianum F.Rchb.; Oncidium leucochilum var. digitatum (Lindl.) Lindl.; Oncidium polychromum Scheidw.,56,NA,Albert et al. (1992)      ,NA,
Oncidiinae Benth.,Oncidium luteopurpureum,(Lindl.) Beer,Odontoglossum hystrix Bateman; Odontoglossum luteopurpureum Lindl.; Odontoglossum radiatum Rchb.f. ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium maizifolium ,Lindl.,Oncidium schlimii Linden ex Lindl. & Paxton; Oncidium volvox Rchb.f. ,NA,28,Chardard (1963),NA,
Oncidiinae Benth.,Oncidium mirandum,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum lindleyanum var. mirandum (Rchb.f.) A.H.Kent; Odontoglossum mirandum Rchb.f. ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium naevium ,(Lindl.) Beer,Odontoglossum naevium Lindl.; Odontoglossum naevium var. majus Lindl.,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium nigratum,Lindl. & Paxton,Cyrtochilum nigratum (Lindl. & Paxton) Kraenzl.; Oncidium uaipanense Schnee ,56,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Oncidium nobile ,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum nobile Rchb.f.; Odontoglossum nobile f. leucoxanthum (Rchb.f.) Christenson; Odontoglossum nobile f. leucoxanthum (Rchb.f.) O.Gruss & M.Wolff; Odontoglossum nobile var. leucoxanthum (Rchb.f.) Bockemühl; Odontoglossum nobile var. veitchianum (Rchb.f.) Bockemühl; Odontoglossum pescatorei Linden ex Lindl.; Odontoglossum pescatorei var. germinyanum B.S.Williams; Odontoglossum pescatorei var. leucoxanthum Rchb.f.; Odontoglossum pescatorei var. lindenianum L.Linden & Rodigas; Odontoglossum pescatorei var. stupendum Rchb.f.; Odontoglossum pescatorei var. veitchianum Rchb.f.; Odontoglossum pescatorei var. veitchii Harpus-Crewe; Oncidium pescatorei (Linden ex Lindl.) Beer ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium nobile ,(Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum nobile Rchb.f.; Odontoglossum nobile f. leucoxanthum (Rchb.f.) Christenson; Odontoglossum nobile f. leucoxanthum (Rchb.f.) O.Gruss & M.Wolff; Odontoglossum nobile var. leucoxanthum (Rchb.f.) Bockemühl; Odontoglossum nobile var. veitchianum (Rchb.f.) Bockemühl; Odontoglossum pescatorei Linden ex Lindl.; Odontoglossum pescatorei var. germinyanum B.S.Williams; Odontoglossum pescatorei var. leucoxanthum Rchb.f.; Odontoglossum pescatorei var. lindenianum L.Linden & Rodigas; Odontoglossum pescatorei var. stupendum Rchb.f.; Odontoglossum pescatorei var. veitchianum Rchb.f.; Odontoglossum pescatorei var. veitchii Harpus-Crewe; Oncidium pescatorei (Linden ex Lindl.) Beer ,c.84,NA,Uchiyama et al. (2004),NA,
Oncidiinae Benth.,Oncidium obryzatoides ,Kraenzl.,Oncidium brenesii Schltr.; Oncidium calyptostalix Kraenzl.; Oncidium drepanopterum Kraenzl.; Oncidium floribundum Rchb.f. ex Kraenzl.; Oncidium hedyosmum Schltr.; Oncidium obryzatum var. dasystalix Rchb.f.; Oncidium tetraskelidion Kraenzl. ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium odoratum ,(Lindl.) Beer,Odontoglossum glonerianum Linden; Odontoglossum odoratum Lindl.; Odontoglossum odoratum var. latimaculatum André ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium panamense ,Schltr.,,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium parviflorum ,L. O. Williams,,56,NA,Dodson (1958),NA,
Oncidiinae Benth.,Oncidium polyadenium ,Lindl.,,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Oncidium polyadenium ,Lindl.,,56,NA,Sinotô (1962),NA,
Oncidiinae Benth.,Oncidium reversoides ,M.W.Chase & N.H.Williams,Odontoglossum reversum Bockemühl ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium sceptrum,(Rchb.f. & Warsz.) M.W.Chase & N.H.Williams,Odontoglossum masereelianum Rchb.f.; Odontoglossum sceptrum Rchb.f. & Warsz.; Odontoglossum sceptrum f. masereelianum (Rchb.f.) O.Gruss & M.Wolff; Odontoglossum sceptrum var. masereelianum (Rchb.f.) Bockemühl; Odontoglossum schlimii Linden & Rchb.f.; Oncidium sceptrum var. sceptrum  ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium stenoglossum,(Schltr.) Dressler & N.H.Williams,Miltonia stenoglossa Schltr.; Miltonioides leucomelas subsp. acutum Bockemühl & Senghas; Miltonioides pauciflora (L.O.Williams) Hamer & Garay; Miltonioides stenoglossa (Schltr.) Brieger & Lückel; Odontoglossum laeve var. auratum Rchb.f.; Odontoglossum pauciflorum L.O.Williams; Odontoglossum stenoglossum (Schltr.) L.O.Williams ex Correll; Odontoglossum stenoglossum Schltdl. ,56,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Oncidium strictum ,(Cogn.) M.W.Chase & N.H.Williams,Cochlioda sanguinea (Rchb.f.) Benth.; Cochlioda stricta Cogn.; Mesospinidium sanguineum Rchb.f.; Odontoglossum sanguineum (Rchb.f.) Dalström; Symphyglossum ecuadorense Dodson & Garay; Symphyglossum sanguineum (Rchb.f.) Schltr.; Symphyglossum strictum (Cogn.) Schltr. ,56,NA,Hamatani et al. (2004),NA,
Oncidiinae Benth.,Oncidium tigrinum,Lex.,Odontoglossum celsianum F.Gérard; Odontoglossum tigrinum (Lex.) Lindl.; Oncidium barkeri Lindl.; Oncidium ionosmum Lindl.; Oncidium tigrinum var. albens Rchb.f.; Oncidium tigrinum var. elatum Lex.; Oncidium tigrinum var. giganteum Lex.; Oncidium unguitigrinum A.V.Navarro,56,NA,Charanasri & Kamemoto (1973),NA,
Oncidiinae Benth.,Oncidium tripudians,(Rchb.f. & Warsz.) M.W.Chase & N.H.Williams,Odontoglossum tripudians Rchb.f. & Warsz.; Odontoglossum tripudians var. oculatum Rchb.f.; Odontoglossum tripudians var. xanthoglossum Rchb.f. ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Oncidium wallisii ,(Linden & Rchb.f.) M.W.Chase & N.H.Williams,Odontoglossum purum Rchb.f.; Odontoglossum wallisii Linden & Rchb.f. ,56,NA,Wimber (1989),NA,
Oncidiinae Benth.,Genus Otoglossum (Schltr.) Garay & Dunst. (15 species),,,,,,,
Oncidiinae Benth.,Otoglossum globuliferum ,(Kunth) N.H.Williams & M.W.Chase,Brevilongium globuliferum (Kunth) Christenson; Brevilongium globuliferum var. costaricense (Rchb.f.) Jenny; Brevilongium luerorum (Dodson) Christenson; Oncidium globuliferum Kunth; Oncidium globuliferum var. costaricense Rchb.f.; Oncidium luerorum Dodson; Oncidium wercklei Schltr.; Otoglossum luerorum (Dodson) M.W.Chase & N.H.Williams ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Otoglossum globuliferum ,(Kunth) N.H.Williams & M.W.Chase,Brevilongium globuliferum (Kunth) Christenson; Brevilongium globuliferum var. costaricense (Rchb.f.) Jenny; Brevilongium luerorum (Dodson) Christenson; Oncidium globuliferum Kunth; Oncidium globuliferum var. costaricense Rchb.f.; Oncidium luerorum Dodson; Oncidium wercklei Schltr.; Otoglossum luerorum (Dodson) M.W.Chase & N.H.Williams ,56,NA,Charanasri & Kamemoto (1975),NA,
Oncidiinae Benth.,Genus Psychopsis Raf. (5 species),,,,,,,
Oncidiinae Benth.,Psychopsis papilio ,(Lindl.) H.G.Jones,Oncidium papilio Lindl.; Oncidium papilio f. latourae (Broadway) Hawkes; Oncidium papilio var. albiflorum Rchb.f. ex Lindl.; Oncidium papilio var. latourae Broadway; Oncidium papilio var. limbatum Hook.; Psychopsis latourae (Broadway) H.G.Jones; Psychopsis papilio f. latourae (Broadway) Lückel & Jenny; Psychopsis papilio var. albiflora (Rchb.f. ex Lindl.) Lückel & Jenny; Psychopsis papilio var. latourae (Broadway) Lückel & Braem; Psychopsis picta Raf. ,38,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Psychopsis papilio ,(Lindl.) H.G.Jones,Oncidium papilio Lindl.; Oncidium papilio f. latourae (Broadway) Hawkes; Oncidium papilio var. albiflorum Rchb.f. ex Lindl.; Oncidium papilio var. latourae Broadway; Oncidium papilio var. limbatum Hook.; Psychopsis latourae (Broadway) H.G.Jones; Psychopsis papilio f. latourae (Broadway) Lückel & Jenny; Psychopsis papilio var. albiflora (Rchb.f. ex Lindl.) Lückel & Jenny; Psychopsis papilio var. latourae (Broadway) Lückel & Braem; Psychopsis picta Raf. ,38,NA,Charanasri & Kamemoto (1973),,
